buyer_income_lpa,house_price_lakh,loan_eligibility,credit_score,down_payment_percent,existing_emi_lpa,employment_years,dependents,property_location_score,employment_type,can_buy
13.94,72.82,yes,672,30.96,0.81,12,4,8,salaried,yes
25.51,234.45,yes,665,28.46,8.15,4,1,6,business,neutral
11.43,85.72,no,804,15.9,2.64,8,5,9,salaried,no
11.92,106.75,yes,668,12.77,5.73,5,2,9,salaried,neutral
43.21,105.96,yes,718,26.42,5.51,15,0,10,salaried,yes
16.94,117.27,yes,747,22.43,0.92,14,0,8,salaried,yes
13.54,193.23,no,545,7.23,5.76,9,3,5,salaried,no
9.94,118.29,no,542,5.9,5.29,7,0,4,self_employed,no
4.92,55.71,yes,900,10.64,0.84,1,6,7,salaried,neutral
7.35,69.85,yes,731,13.21,1.72,3,2,6,self_employed,neutral
32.75,293.8,yes,678,26.2,13.07,17,2,8,salaried,neutral
37.32,204.48,yes,660,21.17,4.4,10,3,2,salaried,yes
16.69,98.11,yes,805,27.5,4.65,14,4,6,salaried,yes
7.25,55.31,no,605,9.59,3.37,3,1,4,self_employed,no
53.02,735.69,yes,798,28.67,8.54,9,4,7,self_employed,neutral
20.64,218.15,yes,620,10.06,3.54,6,0,7,self_employed,neutral
15.71,105.49,yes,743,25.86,3.64,13,0,8,salaried,yes
30.24,285.91,no,701,21.21,10.37,23,5,7,business,no
6.39,49.51,no,583,5.8,1.58,6,1,4,self_employed,no
49.3,495.47,yes,786,34.2,21.82,6,1,5,business,neutral
22.04,140.93,no,680,14.39,6.28,7,2,6,business,no
66.85,444.27,no,714,24.66,22.63,25,3,8,salaried,neutral
8.45,60.41,yes,690,17.28,5.11,2,1,9,salaried,neutral
19.26,81.91,no,582,15.64,7.23,7,3,7,salaried,no
53.17,263.85,yes,811,32.99,4.48,24,4,6,salaried,yes
5.8,57.23,yes,626,22.04,1.08,12,2,4,salaried,yes
16.22,91.46,no,566,23.08,1.39,18,3,6,salaried,no
17.07,245.23,no,669,14.78,5.11,4,1,6,business,no
13.02,135.15,no,527,16.26,3.6,10,3,5,salaried,no
6.38,33.03,no,554,10.29,3.04,11,2,3,salaried,no
10.89,146.39,no,744,10.92,2.02,4,2,1,salaried,no
44.79,390.83,yes,573,25.02,11.72,15,3,9,business,neutral
23.63,232.62,yes,623,26.7,8.15,10,5,5,salaried,neutral
7.29,46.69,no,470,13.91,3.99,9,2,8,self_employed,no
24.82,273.06,yes,785,14.73,9.21,12,4,9,business,yes
67.94,230.91,yes,751,20.04,4.11,11,3,6,salaried,yes
11.46,147.03,no,686,11.85,7.21,11,1,2,salaried,no
30.32,209.93,yes,783,30.34,6.72,16,3,7,business,yes
17.78,145.03,no,687,12.67,6.74,4,4,8,salaried,no
22.68,109.87,no,678,28.39,9.75,8,2,3,business,no
10.32,106.39,yes,740,12.15,1.08,4,4,9,business,neutral
21.69,110.06,no,620,18.53,4.62,13,4,10,business,neutral
28.56,193.38,yes,754,36.28,12.43,10,3,9,salaried,yes
8.23,93.37,yes,652,13.33,2.39,12,4,7,self_employed,neutral
33.62,279.13,yes,635,23.33,6.12,3,0,3,salaried,neutral
4.83,35.06,yes,677,18.24,1.24,3,5,5,salaried,neutral
10.1,120.69,no,578,20.5,1.0,10,5,6,salaried,no
12.67,170.41,no,511,3.4,4.95,4,6,2,salaried,no
2.85,20.0,yes,670,20.33,1.11,5,2,7,salaried,neutral
28.69,189.02,no,718,39.7,3.92,6,5,4,salaried,no
10.33,85.98,no,470,10.35,2.81,3,6,6,business,no
7.52,81.53,no,681,4.56,2.02,8,1,7,salaried,no
25.19,128.55,no,684,10.78,6.77,9,6,6,salaried,neutral
10.61,100.16,no,635,9.57,2.93,6,2,9,salaried,no
21.37,226.27,yes,696,10.98,2.36,9,2,3,salaried,neutral
56.27,300.71,yes,815,36.93,3.81,11,3,5,salaried,yes
17.39,255.38,no,519,4.6,7.4,4,2,6,salaried,no
16.86,190.34,no,572,4.69,11.07,11,2,9,salaried,no
34.12,299.81,yes,631,19.4,0.85,15,6,8,business,neutral
10.14,59.13,yes,648,16.75,2.58,10,3,4,business,neutral
18.84,179.58,yes,771,23.27,7.69,15,2,6,salaried,yes
10.54,76.44,yes,792,19.06,0.04,16,3,9,salaried,yes
38.05,274.71,yes,781,21.66,4.36,11,3,5,salaried,yes
50.82,246.13,yes,756,34.05,2.29,16,6,2,business,yes
13.33,153.7,no,745,13.42,6.26,3,3,10,self_employed,no
7.24,51.76,yes,591,11.86,2.59,7,2,10,self_employed,neutral
51.48,354.94,yes,778,35.84,7.65,22,4,7,salaried,yes
10.35,119.47,no,572,9.24,6.29,11,2,7,self_employed,no
7.36,74.67,no,744,17.16,3.41,11,2,7,business,no
6.35,49.21,no,517,16.15,1.55,6,3,4,business,no
32.68,188.5,yes,726,23.17,5.56,5,1,4,self_employed,yes
28.6,160.82,yes,574,24.12,4.07,11,4,6,salaried,neutral
71.05,526.19,yes,775,35.74,4.47,14,4,7,salaried,yes
8.81,90.84,no,708,14.32,1.69,11,1,6,salaried,no
54.37,321.79,yes,658,22.98,19.62,13,0,7,business,yes
7.33,77.25,yes,693,12.06,2.73,6,2,4,self_employed,neutral
3.62,23.54,no,647,9.01,1.29,5,2,3,self_employed,no
9.84,95.28,yes,725,14.53,5.73,6,2,5,self_employed,no
15.0,163.23,yes,708,13.8,6.16,3,0,9,self_employed,neutral
7.93,62.69,yes,567,14.68,3.94,9,0,1,salaried,no
24.41,303.97,yes,704,16.38,5.78,19,3,3,business,neutral
5.52,69.73,yes,536,11.04,1.69,5,1,10,self_employed,no
44.02,180.56,yes,841,30.72,8.81,11,3,4,self_employed,yes
49.77,167.76,yes,729,31.36,16.27,16,0,8,salaried,yes
55.84,314.52,yes,815,39.98,5.97,20,3,10,salaried,yes
28.07,126.97,no,720,18.37,2.86,5,1,5,salaried,neutral
45.29,213.37,yes,660,50.42,15.5,15,3,7,salaried,yes
56.47,226.46,yes,781,27.27,25.66,23,3,5,business,yes
6.1,61.26,no,675,21.8,2.97,5,3,8,salaried,no
8.92,94.57,yes,675,9.38,1.5,4,1,5,business,neutral
7.93,97.53,yes,788,3.56,1.04,10,1,3,salaried,neutral
51.6,166.2,yes,708,20.3,8.83,11,3,5,business,yes
17.92,126.83,no,470,7.5,5.57,13,0,6,salaried,no
3.79,27.21,yes,685,21.88,1.31,4,1,6,salaried,yes
23.25,246.14,yes,636,25.35,3.31,7,1,6,business,yes
79.06,339.27,yes,763,41.43,1.74,10,0,3,salaried,yes
